No.,Review_Text,Sentiment_Label,review_length,tokens,Cleaned_review
2820001,good pranks looks real really big two aa batteries goes spider bought make prank girlfriend believed didnt much fun told throw shes really scared spiders,1,25,"['good', 'prank', 'look', 'real', 'really', 'big', 'two', 'aa', 'battery', 'go', 'spider', 'bought', 'make', 'prank', 'girlfriend', 'believed', 'didnt', 'much', 'fun', 'told', 'throw', 'shes', 'really', 'scared', 'spider']",good prank look real really big two aa battery go spider bought make prank girlfriend believed didnt much fun told throw shes really scared spider
2830001,incredible grea game love fact people playing one game means people team thats unheard games played compare price need graphics card atleast recommend one need close every program order play else create lag like never logging takes around minutes yet figured turn autoserver connect feature get game ready enter whole new dimension online gaming gameplay like actually truely amazing get ranked game higher rank seniority players thats good feeling get game,1,71,"['incredible', 'grea', 'game', 'love', 'fact', 'people', 'playing', 'one', 'game', 'mean', 'people', 'team', 'thats', 'unheard', 'game', 'played', 'compare', 'price', 'need', 'graphic', 'card', 'atleast', 'recommend', 'one', 'need', 'close', 'every', 'program', 'order', 'play', 'else', 'create', 'lag', 'like', 'never', 'logging', 'take', 'around', 'minute', 'yet', 'figured', 'turn', 'autoserver', 'connect', 'feature', 'get', 'game', 'ready', 'enter', 'whole', 'new', 'dimension', 'online', 'gaming', 'gameplay', 'like', 'actually', 'truely', 'amazing', 'get', 'ranked', 'game', 'higher', 'rank', 'seniority', 'player', 'thats', 'good', 'feeling', 'get', 'game']",incredible grea game love fact people playing one game mean people team thats unheard game played compare price need graphic card atleast recommend one need close every program order play else create lag like never logging take around minute yet figured turn autoserver connect feature get game ready enter whole new dimension online gaming gameplay like actually truely amazing get ranked game higher rank seniority player thats good feeling get game
2840001,pain neck yes comprehensive pages unreadable dribble trouble keeping eyes open worse wrox taking pieces code demonstrating billion line examples explaining line line explanations usually pages forward book read sentence flip back pages read next sentence etc ad naseum beginners make sure grip c attempting already know java might like book covers lot like cell phone pda tools,0,58,"['pain', 'neck', 'yes', 'comprehensive', 'page', 'unreadable', 'dribble', 'trouble', 'keeping', 'eye', 'open', 'worse', 'wrox', 'taking', 'piece', 'code', 'demonstrating', 'billion', 'line', 'example', 'explaining', 'line', 'line', 'explanation', 'usually', 'page', 'forward', 'book', 'read', 'sentence', 'flip', 'back', 'page', 'read', 'next', 'sentence', 'etc', 'ad', 'naseum', 'beginner', 'make', 'sure', 'grip', 'c', 'attempting', 'already', 'know', 'java', 'might', 'like', 'book', 'cover', 'lot', 'like', 'cell', 'phone', 'pda', 'tool']",pain neck yes comprehensive page unreadable dribble trouble keeping eye open worse wrox taking piece code demonstrating billion line example explaining line line explanation usually page forward book read sentence flip back page read next sentence etc ad naseum beginner make sure grip c attempting already know java might like book cover lot like cell phone pda tool
2850001,music beware music cd daughtrys second album get refund immediately returned,0,11,"['music', 'beware', 'music', 'cd', 'daughtrys', 'second', 'album', 'get', 'refund', 'immediately', 'returned']",music beware music cd daughtrys second album get refund immediately returned
2860001,hope writes another like indeed first published work patting back enjoyed immensely picked accident scifi section looking adventure entertainment little bit suspense hope new book soon,1,26,"['hope', 'writes', 'another', 'like', 'indeed', 'first', 'published', 'work', 'patting', 'back', 'enjoyed', 'immensely', 'picked', 'accident', 'scifi', 'section', 'looking', 'adventure', 'entertainment', 'little', 'bit', 'suspense', 'hope', 'new', 'book', 'soon']",hope writes another like indeed first published work patting back enjoyed immensely picked accident scifi section looking adventure entertainment little bit suspense hope new book soon
2870001,one nonstop edge seat kinda books read book long ago say one nonstop edge seat kinda books origional emotional spine tingling pretty much incredible brothers really put test time joe suffers death girl loves bomb blows vanessas boat harsh reality joe going hits frank callie killed also surprising turn events novel astounding one book read recomend anyone hardy boy fan,1,60,"['one', 'nonstop', 'edge', 'seat', 'kinda', 'book', 'read', 'book', 'long', 'ago', 'say', 'one', 'nonstop', 'edge', 'seat', 'kinda', 'book', 'origional', 'emotional', 'spine', 'tingling', 'pretty', 'much', 'incredible', 'brother', 'really', 'put', 'test', 'time', 'joe', 'suffers', 'death', 'girl', 'love', 'bomb', 'blow', 'vanessa', 'boat', 'harsh', 'reality', 'joe', 'going', 'hit', 'frank', 'callie', 'killed', 'also', 'surprising', 'turn', 'event', 'novel', 'astounding', 'one', 'book', 'read', 'recomend', 'anyone', 'hardy', 'boy', 'fan']",one nonstop edge seat kinda book read book long ago say one nonstop edge seat kinda book origional emotional spine tingling pretty much incredible brother really put test time joe suffers death girl love bomb blow vanessa boat harsh reality joe going hit frank callie killed also surprising turn event novel astounding one book read recomend anyone hardy boy fan
2880001,sultan round area rug pleasing pattern warm colors extremely durable yet soft toucha great rug decent price,1,17,"['sultan', 'round', 'area', 'rug', 'pleasing', 'pattern', 'warm', 'color', 'extremely', 'durable', 'yet', 'soft', 'toucha', 'great', 'rug', 'decent', 'price']",sultan round area rug pleasing pattern warm color extremely durable yet soft toucha great rug decent price
2890001,king rock roll love album favorite people listening think elvis costello explain better elvis costello jason lyyn crigler crowned king rock roll monica queen surerock,1,25,"['king', 'rock', 'roll', 'love', 'album', 'favorite', 'people', 'listening', 'think', 'elvis', 'costello', 'explain', 'better', 'elvis', 'costello', 'jason', 'lyyn', 'crigler', 'crowned', 'king', 'rock', 'roll', 'monica', 'queen', 'surerock']",king rock roll love album favorite people listening think elvis costello explain better elvis costello jason lyyn crigler crowned king rock roll monica queen surerock
2900001,absolutely treasure finally gummi bears dvd probably best show came far animation goes bought daughter christmas shes watching singing theme song everyday still enjoy watching,1,25,"['absolutely', 'treasure', 'finally', 'gummi', 'bear', 'dvd', 'probably', 'best', 'show', 'came', 'far', 'animation', 'go', 'bought', 'daughter', 'christmas', 'shes', 'watching', 'singing', 'theme', 'song', 'everyday', 'still', 'enjoy', 'watching']",absolutely treasure finally gummi bear dvd probably best show came far animation go bought daughter christmas shes watching singing theme song everyday still enjoy watching
2910001,one alltime snorers probably one boring meaningless movies ever keep getting pacing stay awake looking humor never appeared acting bad pitiful writing even worse complete waste money,0,27,"['one', 'alltime', 'snorer', 'probably', 'one', 'boring', 'meaningless', 'movie', 'ever', 'keep', 'getting', 'pacing', 'stay', 'awake', 'looking', 'humor', 'never', 'appeared', 'acting', 'bad', 'pitiful', 'writing', 'even', 'worse', 'complete', 'waste', 'money']",one alltime snorer probably one boring meaningless movie ever keep getting pacing stay awake looking humor never appeared acting bad pitiful writing even worse complete waste money
2920001,awkward fit everyone says buy size larger maybe true wear tried pair local store unfortunately didnt big ordered arrived today build quality seems great heres problem right shoe fits great left shoe small tight toebox odd keen shoes feels though patented keen protect rubber toe protector digs top toes uncomfortable wear keen sandals keen casual shoes love boots much,0,59,"['awkward', 'fit', 'everyone', 'say', 'buy', 'size', 'larger', 'maybe', 'true', 'wear', 'tried', 'pair', 'local', 'store', 'unfortunately', 'didnt', 'big', 'ordered', 'arrived', 'today', 'build', 'quality', 'seems', 'great', 'here', 'problem', 'right', 'shoe', 'fit', 'great', 'left', 'shoe', 'small', 'tight', 'toebox', 'odd', 'keen', 'shoe', 'feel', 'though', 'patented', 'keen', 'protect', 'rubber', 'toe', 'protector', 'dig', 'top', 'toe', 'uncomfortable', 'wear', 'keen', 'sandal', 'keen', 'casual', 'shoe', 'love', 'boot', 'much']",awkward fit everyone say buy size larger maybe true wear tried pair local store unfortunately didnt big ordered arrived today build quality seems great here problem right shoe fit great left shoe small tight toebox odd keen shoe feel though patented keen protect rubber toe protector dig top toe uncomfortable wear keen sandal keen casual shoe love boot much
2930001,year old didnt like content book always read book buy children son got one nd birthday imagine surprise got pages boogies ear waxi since hidden book dont think know eating boogies ear waxyet,0,33,"['year', 'old', 'didnt', 'like', 'content', 'book', 'always', 'read', 'book', 'buy', 'child', 'son', 'got', 'one', 'nd', 'birthday', 'imagine', 'surprise', 'got', 'page', 'boogie', 'ear', 'waxi', 'since', 'hidden', 'book', 'dont', 'think', 'know', 'eating', 'boogie', 'ear', 'waxyet']",year old didnt like content book always read book buy child son got one nd birthday imagine surprise got page boogie ear waxi since hidden book dont think know eating boogie ear waxyet
2940001,sick sick puppy guy hilarious definitely need sick sense humor appreciate politically correct person doesnt like foul language stay away otherwise highly recommend,1,23,"['sick', 'sick', 'puppy', 'guy', 'hilarious', 'definitely', 'need', 'sick', 'sense', 'humor', 'appreciate', 'politically', 'correct', 'person', 'doesnt', 'like', 'foul', 'language', 'stay', 'away', 'otherwise', 'highly', 'recommend']",sick sick puppy guy hilarious definitely need sick sense humor appreciate politically correct person doesnt like foul language stay away otherwise highly recommend
2950001,prologue wanted say prologue ghost mrs mcclure absolutely took breath away thought perfection admiration writer alice kimberly absolute adoration would like know unsuccessful learning anything authored ghost mrs mcclure thank,1,30,"['prologue', 'wanted', 'say', 'prologue', 'ghost', 'mr', 'mcclure', 'absolutely', 'took', 'breath', 'away', 'thought', 'perfection', 'admiration', 'writer', 'alice', 'kimberly', 'absolute', 'adoration', 'would', 'like', 'know', 'unsuccessful', 'learning', 'anything', 'authored', 'ghost', 'mr', 'mcclure', 'thank']",prologue wanted say prologue ghost mr mcclure absolutely took breath away thought perfection admiration writer alice kimberly absolute adoration would like know unsuccessful learning anything authored ghost mr mcclure thank
2960001,reference guide never fails impress purchased item older copy yrs old looking little tired worn gift book friends also amazing reference guide love book use basic guide expand knowledge mineral kingdom truly appreciate gifts earth help heal communicate us wow must collection highly recommended,1,44,"['reference', 'guide', 'never', 'fails', 'impress', 'purchased', 'item', 'older', 'copy', 'yr', 'old', 'looking', 'little', 'tired', 'worn', 'gift', 'book', 'friend', 'also', 'amazing', 'reference', 'guide', 'love', 'book', 'use', 'basic', 'guide', 'expand', 'knowledge', 'mineral', 'kingdom', 'truly', 'appreciate', 'gift', 'earth', 'help', 'heal', 'communicate', 'u', 'wow', 'must', 'collection', 'highly', 'recommended']",reference guide never fails impress purchased item older copy yr old looking little tired worn gift book friend also amazing reference guide love book use basic guide expand knowledge mineral kingdom truly appreciate gift earth help heal communicate u wow must collection highly recommended
2970001,greatest movie ever greatest movie ever seen people thought terrible either one three things mentally handicapped void emotion plain stupid,1,20,"['greatest', 'movie', 'ever', 'greatest', 'movie', 'ever', 'seen', 'people', 'thought', 'terrible', 'either', 'one', 'three', 'thing', 'mentally', 'handicapped', 'void', 'emotion', 'plain', 'stupid']",greatest movie ever greatest movie ever seen people thought terrible either one three thing mentally handicapped void emotion plain stupid
2980001,cant believe book unique bob coming usa james kerrys nickel wasnt return australia without guys knowing pure nondual nature james turn writing book wasnt allow reader remain duality cant believe twenty years reading books subject grasped knowing individual play consciousness appearance im free thanks bob james persistence clarity,1,48,"['cant', 'believe', 'book', 'unique', 'bob', 'coming', 'usa', 'james', 'kerrys', 'nickel', 'wasnt', 'return', 'australia', 'without', 'guy', 'knowing', 'pure', 'nondual', 'nature', 'james', 'turn', 'writing', 'book', 'wasnt', 'allow', 'reader', 'remain', 'duality', 'cant', 'believe', 'twenty', 'year', 'reading', 'book', 'subject', 'grasped', 'knowing', 'individual', 'play', 'consciousness', 'appearance', 'im', 'free', 'thanks', 'bob', 'james', 'persistence', 'clarity']",cant believe book unique bob coming usa james kerrys nickel wasnt return australia without guy knowing pure nondual nature james turn writing book wasnt allow reader remain duality cant believe twenty year reading book subject grasped knowing individual play consciousness appearance im free thanks bob james persistence clarity
2990001,damatos chilling thriller mystery writer debut novel initial release fascinated barbara damatos help please love way ms damato effectively works criminal use internet police procedural danni gaston young daughter two celebritiesan entertainer politicianis abducted church snatched child appears internet matter hours later kidnappers demand release webterrorist police detective polly kelly given task solving crime finding child kelly finds pressured camera webcasting dannis every move well childs deteriorating condition ms damato written fine book realsitic setting highly contemporary plot realistically drawn characters fine read,1,83,"['damatos', 'chilling', 'thriller', 'mystery', 'writer', 'debut', 'novel', 'initial', 'release', 'fascinated', 'barbara', 'damatos', 'help', 'please', 'love', 'way', 'm', 'damato', 'effectively', 'work', 'criminal', 'use', 'internet', 'police', 'procedural', 'danni', 'gaston', 'young', 'daughter', 'two', 'celebritiesan', 'entertainer', 'politicianis', 'abducted', 'church', 'snatched', 'child', 'appears', 'internet', 'matter', 'hour', 'later', 'kidnapper', 'demand', 'release', 'webterrorist', 'police', 'detective', 'polly', 'kelly', 'given', 'task', 'solving', 'crime', 'finding', 'child', 'kelly', 'find', 'pressured', 'camera', 'webcasting', 'dannis', 'every', 'move', 'well', 'child', 'deteriorating', 'condition', 'm', 'damato', 'written', 'fine', 'book', 'realsitic', 'setting', 'highly', 'contemporary', 'plot', 'realistically', 'drawn', 'character', 'fine', 'read']",damatos chilling thriller mystery writer debut novel initial release fascinated barbara damatos help please love way m damato effectively work criminal use internet police procedural danni gaston young daughter two celebritiesan entertainer politicianis abducted church snatched child appears internet matter hour later kidnapper demand release webterrorist police detective polly kelly given task solving crime finding child kelly find pressured camera webcasting dannis every move well child deteriorating condition m damato written fine book realsitic setting highly contemporary plot realistically drawn character fine read
3000001,quite eyeopener privilege personal reading wendy read book absolutely amazed many times fallen victim quacks plastered internet even within home town wendy humorous way takes one many ways socalled psychics demonstrate incredible abilities read book begin see tactics used make one think readings legitimate hate think many times ive taken wendy clearly illustrates tactics examples real readings wish read book many readings years save time money lot aggravation read book next reading way personal reading wendy best everno wonder shes psychics psychica reading like youve shes great,1,87,"['quite', 'eyeopener', 'privilege', 'personal', 'reading', 'wendy', 'read', 'book', 'absolutely', 'amazed', 'many', 'time', 'fallen', 'victim', 'quack', 'plastered', 'internet', 'even', 'within', 'home', 'town', 'wendy', 'humorous', 'way', 'take', 'one', 'many', 'way', 'socalled', 'psychic', 'demonstrate', 'incredible', 'ability', 'read', 'book', 'begin', 'see', 'tactic', 'used', 'make', 'one', 'think', 'reading', 'legitimate', 'hate', 'think', 'many', 'time', 'ive', 'taken', 'wendy', 'clearly', 'illustrates', 'tactic', 'example', 'real', 'reading', 'wish', 'read', 'book', 'many', 'reading', 'year', 'save', 'time', 'money', 'lot', 'aggravation', 'read', 'book', 'next', 'reading', 'way', 'personal', 'reading', 'wendy', 'best', 'everno', 'wonder', 'shes', 'psychic', 'psychica', 'reading', 'like', 'youve', 'shes', 'great']",quite eyeopener privilege personal reading wendy read book absolutely amazed many time fallen victim quack plastered internet even within home town wendy humorous way take one many way socalled psychic demonstrate incredible ability read book begin see tactic used make one think reading legitimate hate think many time ive taken wendy clearly illustrates tactic example real reading wish read book many reading year save time money lot aggravation read book next reading way personal reading wendy best everno wonder shes psychic psychica reading like youve shes great
3010001,da bomb far best piece fiction read long long time never would figured militant rapper orator sista souljah brilliant novelist cant wait next book read autobiography disrespect read winter knew definately something book powerful haunting took least week get images head like seeing really good movie one takes breath away leaves speechless eager share book friends hope read want share sistah souljah youre girl hurry write another book,1,68,"['da', 'bomb', 'far', 'best', 'piece', 'fiction', 'read', 'long', 'long', 'time', 'never', 'would', 'figured', 'militant', 'rapper', 'orator', 'sista', 'souljah', 'brilliant', 'novelist', 'cant', 'wait', 'next', 'book', 'read', 'autobiography', 'disrespect', 'read', 'winter', 'knew', 'definately', 'something', 'book', 'powerful', 'haunting', 'took', 'least', 'week', 'get', 'image', 'head', 'like', 'seeing', 'really', 'good', 'movie', 'one', 'take', 'breath', 'away', 'leaf', 'speechless', 'eager', 'share', 'book', 'friend', 'hope', 'read', 'want', 'share', 'sistah', 'souljah', 'youre', 'girl', 'hurry', 'write', 'another', 'book']",da bomb far best piece fiction read long long time never would figured militant rapper orator sista souljah brilliant novelist cant wait next book read autobiography disrespect read winter knew definately something book powerful haunting took least week get image head like seeing really good movie one take breath away leaf speechless eager share book friend hope read want share sistah souljah youre girl hurry write another book
3020001,love okay basically cd best boys nicest boys youll ever meet top music absolutly awesome max love kyle danny stills aaron rothe danny jake love u boys congrats,1,28,"['love', 'okay', 'basically', 'cd', 'best', 'boy', 'nicest', 'boy', 'youll', 'ever', 'meet', 'top', 'music', 'absolutly', 'awesome', 'max', 'love', 'kyle', 'danny', 'still', 'aaron', 'rothe', 'danny', 'jake', 'love', 'u', 'boy', 'congrats']",love okay basically cd best boy nicest boy youll ever meet top music absolutly awesome max love kyle danny still aaron rothe danny jake love u boy congrats
3030001,review tagalog essential phrasebook product arrived better shape ahead time anticipatedit helpful plans changedit exactly would needed someone travelling philippines especially first timethe recommendation could make would area pronunciation alot tagalog words use letter combinations foreign westerners ngwt,1,38,"['review', 'tagalog', 'essential', 'phrasebook', 'product', 'arrived', 'better', 'shape', 'ahead', 'time', 'anticipatedit', 'helpful', 'plan', 'changedit', 'exactly', 'would', 'needed', 'someone', 'travelling', 'philippine', 'especially', 'first', 'timethe', 'recommendation', 'could', 'make', 'would', 'area', 'pronunciation', 'alot', 'tagalog', 'word', 'use', 'letter', 'combination', 'foreign', 'westerner', 'ngwt']",review tagalog essential phrasebook product arrived better shape ahead time anticipatedit helpful plan changedit exactly would needed someone travelling philippine especially first timethe recommendation could make would area pronunciation alot tagalog word use letter combination foreign westerner ngwt
3040001,great movie think lost found funny movieespecially jack seeing things also funny dyllan sang songs front everybody fundrasing party actors great job rene pain movie rene dyllan lila putting lost posters jack moive rene acted like jerk thought movie successful job well done,1,43,"['great', 'movie', 'think', 'lost', 'found', 'funny', 'movieespecially', 'jack', 'seeing', 'thing', 'also', 'funny', 'dyllan', 'sang', 'song', 'front', 'everybody', 'fundrasing', 'party', 'actor', 'great', 'job', 'rene', 'pain', 'movie', 'rene', 'dyllan', 'lila', 'putting', 'lost', 'poster', 'jack', 'moive', 'rene', 'acted', 'like', 'jerk', 'thought', 'movie', 'successful', 'job', 'well', 'done']",great movie think lost found funny movieespecially jack seeing thing also funny dyllan sang song front everybody fundrasing party actor great job rene pain movie rene dyllan lila putting lost poster jack moive rene acted like jerk thought movie successful job well done
3050001,birds eye view sixth edition better organised earlier editions coverage broad though deep example chapter agile methods gives brief description different flavours including strengths weaknesses summarises agile methods common targeted managerteam leader whose responsibilities normally include cutting code also geared towards enterprise architecture safe home running example amply demonstrates writing parsers numerical applications meant,1,54,"['bird', 'eye', 'view', 'sixth', 'edition', 'better', 'organised', 'earlier', 'edition', 'coverage', 'broad', 'though', 'deep', 'example', 'chapter', 'agile', 'method', 'give', 'brief', 'description', 'different', 'flavour', 'including', 'strength', 'weakness', 'summarises', 'agile', 'method', 'common', 'targeted', 'managerteam', 'leader', 'whose', 'responsibility', 'normally', 'include', 'cutting', 'code', 'also', 'geared', 'towards', 'enterprise', 'architecture', 'safe', 'home', 'running', 'example', 'amply', 'demonstrates', 'writing', 'parser', 'numerical', 'application', 'meant']",bird eye view sixth edition better organised earlier edition coverage broad though deep example chapter agile method give brief description different flavour including strength weakness summarises agile method common targeted managerteam leader whose responsibility normally include cutting code also geared towards enterprise architecture safe home running example amply demonstrates writing parser numerical application meant
3060001,garlicy decent kick greatly enjoyed hot sauce cant wait buy got lot strong garlic flavor pretty decent kick nothing compared daves insanitys comparable regular tabsco maybe slightly less sauce delicious cannot believe earlier person threw would continue choose sauce nachos tacos fajitas chicken truly good last drop good addition hot sauce collection unique distinct flavor,1,54,"['garlicy', 'decent', 'kick', 'greatly', 'enjoyed', 'hot', 'sauce', 'cant', 'wait', 'buy', 'got', 'lot', 'strong', 'garlic', 'flavor', 'pretty', 'decent', 'kick', 'nothing', 'compared', 'daves', 'insanity', 'comparable', 'regular', 'tabsco', 'maybe', 'slightly', 'less', 'sauce', 'delicious', 'believe', 'earlier', 'person', 'threw', 'would', 'continue', 'choose', 'sauce', 'nacho', 'taco', 'fajitas', 'chicken', 'truly', 'good', 'last', 'drop', 'good', 'addition', 'hot', 'sauce', 'collection', 'unique', 'distinct', 'flavor']",garlicy decent kick greatly enjoyed hot sauce cant wait buy got lot strong garlic flavor pretty decent kick nothing compared daves insanity comparable regular tabsco maybe slightly less sauce delicious believe earlier person threw would continue choose sauce nacho taco fajitas chicken truly good last drop good addition hot sauce collection unique distinct flavor
3070001,indispensible advertise phone book book absolutely far valuable information subject available believe ive looked everywhere id recommend anyone business except competition,1,21,"['indispensible', 'advertise', 'phone', 'book', 'book', 'absolutely', 'far', 'valuable', 'information', 'subject', 'available', 'believe', 'ive', 'looked', 'everywhere', 'id', 'recommend', 'anyone', 'business', 'except', 'competition']",indispensible advertise phone book book absolutely far valuable information subject available believe ive looked everywhere id recommend anyone business except competition
3080001,game freezes constantly think important everyone know game freezes constantly franchise mode work season ea patch fixes yet buyer beware especially holiday giftthis game essentially looks substance,0,27,"['game', 'freeze', 'constantly', 'think', 'important', 'everyone', 'know', 'game', 'freeze', 'constantly', 'franchise', 'mode', 'work', 'season', 'ea', 'patch', 'fix', 'yet', 'buyer', 'beware', 'especially', 'holiday', 'giftthis', 'game', 'essentially', 'look', 'substance']",game freeze constantly think important everyone know game freeze constantly franchise mode work season ea patch fix yet buyer beware especially holiday giftthis game essentially look substance
3090001,worthless bought two last year waste money old nozzle yrs old much better save money buy cheap one instead sent back like,0,22,"['worthless', 'bought', 'two', 'last', 'year', 'waste', 'money', 'old', 'nozzle', 'yr', 'old', 'much', 'better', 'save', 'money', 'buy', 'cheap', 'one', 'instead', 'sent', 'back', 'like']",worthless bought two last year waste money old nozzle yr old much better save money buy cheap one instead sent back like
3100001,excellent general history fascinating enigma excellent overview one puzzling structures face earth despite complexity workings oak island absolutely record constructed money pit mr finnan provides readable summary various abortive attempts get bottom shaft find whatever hidden anything also shows restraint obligatory authors theory lies opting original manuscripts shakespeare theory perhaps rather weak excuse elaborate structure colorful theory nonetheless good weekend read well worth price,1,64,"['excellent', 'general', 'history', 'fascinating', 'enigma', 'excellent', 'overview', 'one', 'puzzling', 'structure', 'face', 'earth', 'despite', 'complexity', 'working', 'oak', 'island', 'absolutely', 'record', 'constructed', 'money', 'pit', 'mr', 'finnan', 'provides', 'readable', 'summary', 'various', 'abortive', 'attempt', 'get', 'bottom', 'shaft', 'find', 'whatever', 'hidden', 'anything', 'also', 'show', 'restraint', 'obligatory', 'author', 'theory', 'lie', 'opting', 'original', 'manuscript', 'shakespeare', 'theory', 'perhaps', 'rather', 'weak', 'excuse', 'elaborate', 'structure', 'colorful', 'theory', 'nonetheless', 'good', 'weekend', 'read', 'well', 'worth', 'price']",excellent general history fascinating enigma excellent overview one puzzling structure face earth despite complexity working oak island absolutely record constructed money pit mr finnan provides readable summary various abortive attempt get bottom shaft find whatever hidden anything also show restraint obligatory author theory lie opting original manuscript shakespeare theory perhaps rather weak excuse elaborate structure colorful theory nonetheless good weekend read well worth price
3110001,good tape exactly wanted problem tape wound right reel first tried play wouldnt play adjusted reel little able get play issues tape,1,22,"['good', 'tape', 'exactly', 'wanted', 'problem', 'tape', 'wound', 'right', 'reel', 'first', 'tried', 'play', 'wouldnt', 'play', 'adjusted', 'reel', 'little', 'able', 'get', 'play', 'issue', 'tape']",good tape exactly wanted problem tape wound right reel first tried play wouldnt play adjusted reel little able get play issue tape
3120001,great product used prevent infections occurring skin rashes used years always worked well,1,13,"['great', 'product', 'used', 'prevent', 'infection', 'occurring', 'skin', 'rash', 'used', 'year', 'always', 'worked', 'well']",great product used prevent infection occurring skin rash used year always worked well
3130001,demonoid hells highway another brilliant lowbudget film makers goth lucinda phoebe dollar hitchhiker far appears unstoppable murdering force without sense right wrong lucinda though human appearance demonic spirit certain death picked four unsuspecting college kids procedes unravel sanity lives several relentless bloodsoaked attacks premo stuff also available decrepit crypt nightmares,1,50,"['demonoid', 'hell', 'highway', 'another', 'brilliant', 'lowbudget', 'film', 'maker', 'goth', 'lucinda', 'phoebe', 'dollar', 'hitchhiker', 'far', 'appears', 'unstoppable', 'murdering', 'force', 'without', 'sense', 'right', 'wrong', 'lucinda', 'though', 'human', 'appearance', 'demonic', 'spirit', 'certain', 'death', 'picked', 'four', 'unsuspecting', 'college', 'kid', 'procedes', 'unravel', 'sanity', 'life', 'several', 'relentless', 'bloodsoaked', 'attack', 'premo', 'stuff', 'also', 'available', 'decrepit', 'crypt', 'nightmare']",demonoid hell highway another brilliant lowbudget film maker goth lucinda phoebe dollar hitchhiker far appears unstoppable murdering force without sense right wrong lucinda though human appearance demonic spirit certain death picked four unsuspecting college kid procedes unravel sanity life several relentless bloodsoaked attack premo stuff also available decrepit crypt nightmare
3140001,thanks drm another game buy well close buy game gave check reviews amazon many web placesunfourtanely install demo follow wombat securom removal instructions make pc free thisis pc sonys ks pc purchase home place let seller live house ever heshe wantsit good lesson learn advice buy games drm like one bioshock havescompanies follow galactic civilization ii developers example better way fight piracy sneaking inside pc limitsgoogle galactic civilizations ii copy protection piracy see talking,0,74,"['thanks', 'drm', 'another', 'game', 'buy', 'well', 'close', 'buy', 'game', 'gave', 'check', 'review', 'amazon', 'many', 'web', 'placesunfourtanely', 'install', 'demo', 'follow', 'wombat', 'securom', 'removal', 'instruction', 'make', 'pc', 'free', 'thisis', 'pc', 'sonys', 'k', 'pc', 'purchase', 'home', 'place', 'let', 'seller', 'live', 'house', 'ever', 'heshe', 'wantsit', 'good', 'lesson', 'learn', 'advice', 'buy', 'game', 'drm', 'like', 'one', 'bioshock', 'havescompanies', 'follow', 'galactic', 'civilization', 'ii', 'developer', 'example', 'better', 'way', 'fight', 'piracy', 'sneaking', 'inside', 'pc', 'limitsgoogle', 'galactic', 'civilization', 'ii', 'copy', 'protection', 'piracy', 'see', 'talking']",thanks drm another game buy well close buy game gave check review amazon many web placesunfourtanely install demo follow wombat securom removal instruction make pc free thisis pc sonys k pc purchase home place let seller live house ever heshe wantsit good lesson learn advice buy game drm like one bioshock havescompanies follow galactic civilization ii developer example better way fight piracy sneaking inside pc limitsgoogle galactic civilization ii copy protection piracy see talking
3150001,simply amazing gta iv offers amazing graphics great story line tons dothe amount content game simply astounding could write paragraphs praising game think simply write minor complaintmy real criticism sound track good recent releases talk radio good music leaves alot desired,1,41,"['simply', 'amazing', 'gta', 'iv', 'offer', 'amazing', 'graphic', 'great', 'story', 'line', 'ton', 'dothe', 'amount', 'content', 'game', 'simply', 'astounding', 'could', 'write', 'paragraph', 'praising', 'game', 'think', 'simply', 'write', 'minor', 'complaintmy', 'real', 'criticism', 'sound', 'track', 'good', 'recent', 'release', 'talk', 'radio', 'good', 'music', 'leaf', 'alot', 'desired']",simply amazing gta iv offer amazing graphic great story line ton dothe amount content game simply astounding could write paragraph praising game think simply write minor complaintmy real criticism sound track good recent release talk radio good music leaf alot desired
3160001,excellent design long lived really like brush heads three reasons good teeth good gums longlived,1,15,"['excellent', 'design', 'long', 'lived', 'really', 'like', 'brush', 'head', 'three', 'reason', 'good', 'teeth', 'good', 'gum', 'longlived']",excellent design long lived really like brush head three reason good teeth good gum longlived
3170001,misleading include orchestra ok full orchestrated version lord rings however songs include backup city prague symphony orchestra crouch festival chorus granted many songs masks synthesizer synth recording really bad think rick wakemans recordings vangelis tangerine dream youre purist certainly acceptable rather like got used record store anyway didnt cost much,1,50,"['misleading', 'include', 'orchestra', 'ok', 'full', 'orchestrated', 'version', 'lord', 'ring', 'however', 'song', 'include', 'backup', 'city', 'prague', 'symphony', 'orchestra', 'crouch', 'festival', 'chorus', 'granted', 'many', 'song', 'mask', 'synthesizer', 'synth', 'recording', 'really', 'bad', 'think', 'rick', 'wakemans', 'recording', 'vangelis', 'tangerine', 'dream', 'youre', 'purist', 'certainly', 'acceptable', 'rather', 'like', 'got', 'used', 'record', 'store', 'anyway', 'didnt', 'cost', 'much']",misleading include orchestra ok full orchestrated version lord ring however song include backup city prague symphony orchestra crouch festival chorus granted many song mask synthesizer synth recording really bad think rick wakemans recording vangelis tangerine dream youre purist certainly acceptable rather like got used record store anyway didnt cost much
